id,website,category,asin,title,price,brand,model_name,memory_storage,ram,color,link
142,Amazon,Phones,B0CYGZFC54,"Mini Phone, 2.5 Inch 3G Mini Smartphone 2GB RAM 16GB ROM Backup Cellphone Lightweight 5MP Student Cellphone Unlocked Quad Core",36.99,FDMDAF,XS13,16 GB,2 GB,Black,https://www.amazon.com/FDMDAF-Smartphone-Cellphone-Lightweight-Unlocked/dp/B0CYGZFC54/ref=sr_1_146?dib=eyJ2IjoiMSJ9.DLjnDlEKzH3pvFbOaZ5oVFMnE5PZzVb_k6JVZft7QyaLtpq4VO6Y_N6u_H19HOZoxEv5zpXzxuCKOnLrAWxrFK13pTb-X_5lz8ZlSZd_E3e7AFj_8WTDAJXH5gnh_levNv7z-J7FfGZ0YU9XMxVG9mI3z26lOfYAT5lGnNyGLa0g4y74NF69YIY9SjKrRyt8ij8z_CSv_pFM_LEC7aNvmo88z1xLJ_6aFMML6kdTUlo.IGOk92PGa6gPtypM5g2pbYV8BIE8eYCG5dfPi0rLR1k&dib_tag=se&keywords=phone&qid=1738691566&sr=8-146
143,Amazon,Phones,B0DDVW4SMZ,"15 ProMAX 5G Phone 12+512GB Unlocked Cell Phone,Smartphone 6.85"" HD Screen Unlocked Phones,Battery 7000mAh Android 13,/Face ID/Fingerprint Unlock/Dual SIM/GPS(Pink)",199.99,Ecshock,15 ProMAX 5G Phone,512 GB,12 GB,Pink,https://www.amazon.com/Ecshock-15-ProMAX-Phone-Fingerprint/dp/B0DDVW4SMZ/ref=sr_1_147?dib=eyJ2IjoiMSJ9.DLjnDlEKzH3pvFbOaZ5oVFMnE5PZzVb_k6JVZft7QyaLtpq4VO6Y_N6u_H19HOZoxEv5zpXzxuCKOnLrAWxrFK13pTb-X_5lz8ZlSZd_E3e7AFj_8WTDAJXH5gnh_levNv7z-J7FfGZ0YU9XMxVG9mI3z26lOfYAT5lGnNyGLa0g4y74NF69YIY9SjKrRyt8ij8z_CSv_pFM_LEC7aNvmo88z1xLJ_6aFMML6kdTUlo.IGOk92PGa6gPtypM5g2pbYV8BIE8eYCG5dfPi0rLR1k&dib_tag=se&keywords=phone&qid=1738691566&sr=8-147
144,Amazon,Phones,B0DFC4Q827,"C24 Ultra 5G Unlocked Cell Phone, Smartphone Android 13 Snapdragon 8 Gen 2 Octa-Core, 4GB+128GB Unlock Phone, 6800mAh Battery, 90Hz FHD+ Screen 72MP Camera, Dual SIM Phone/GPS/Face ID - Purple",114.99,luckeu,C24 Ultra - Purple,128 GB,4 GB,Purple,https://www.amazon.com/C24-Ultra-Smartphone-Snapdragon-Octa-Core/dp/B0DFC4Q827/ref=sr_1_148?dib=eyJ2IjoiMSJ9.DLjnDlEKzH3pvFbOaZ5oVFMnE5PZzVb_k6JVZft7QyaLtpq4VO6Y_N6u_H19HOZoxEv5zpXzxuCKOnLrAWxrFK13pTb-X_5lz8ZlSZd_E3e7AFj_8WTDAJXH5gnh_levNv7z-J7FfGZ0YU9XMxVG9mI3z26lOfYAT5lGnNyGLa0g4y74NF69YIY9SjKrRyt8ij8z_CSv_pFM_LEC7aNvmo88z1xLJ_6aFMML6kdTUlo.IGOk92PGa6gPtypM5g2pbYV8BIE8eYCG5dfPi0rLR1k&dib_tag=se&keywords=phone&qid=1738691566&sr=8-148
145,Amazon,Phones,B0DLXCPZR1,"I16 ProMax Smartphone Unlocked Cell Phone, 6.99“ HD Screen 5G Phone, 8+256GB Phone Unlocked, 7000mAh, 68+108MP Zoom Camera, Fingerprint Button Unlock-and take Photos,Dual SIM, Face ID (Black)",179.99,Soyizpo,I16 ProMax,256 GB,256 GB,Black,https://www.amazon.com/soyizpo-I16-ProMax-Smartphone-Fingerprint/dp/B0DLXCPZR1/ref=sr_1_147?dib=eyJ2IjoiMSJ9.pGu9biYGAx0-EicpYQqjZSIjFiGs23t5HKKe7a_cuIafMSKmmX_91v3cqDsh6BFLQEyxPaa_aj4_NCK3vp9RUoTZB7t2wJA7DCSdLaPC_HVqc7Pk41Ho-JlZxlTtgozdV-kWnlp9DIVKZVRSFblWyahEJmdGFSrWzQme82aKPPTJ_OVZjkTu4j0hmcyxOI0Fzxh1BvI84qggUr5q0zu8CRfsgBdaFCKXbTXuXL2FZHU.0Bg4X1xwbJ7Jgwof5vKnMmlsJqC1zsTge9KWwh_A9YQ&dib_tag=se&keywords=phone&qid=1738691571&sr=8-147
146,Amazon,Phones,B0DL3PY559,"Huness I16 ProMAX 12+512GB Smartphone Unlocked Cell Phone,6.99"" HD Screen Unlocked Phones,Battery 7000mAh Android 13,Face ID/Fingerprint Button unlock/Photos/5G/Dual SIM/GPS (Black, 12+512)",199.99,Huness,I16 PM_240827,512 GB,12 GB,Black,https://www.amazon.com/Huness-I16-Smartphone-Unlocked-Fingerprint/dp/B0DL3PY559/ref=sr_1_148?dib=eyJ2IjoiMSJ9.pGu9biYGAx0-EicpYQqjZSIjFiGs23t5HKKe7a_cuIafMSKmmX_91v3cqDsh6BFLQEyxPaa_aj4_NCK3vp9RUoTZB7t2wJA7DCSdLaPC_HVqc7Pk41Ho-JlZxlTtgozdV-kWnlp9DIVKZVRSFblWyahEJmdGFSrWzQme82aKPPTJ_OVZjkTu4j0hmcyxOI0Fzxh1BvI84qggUr5q0zu8CRfsgBdaFCKXbTXuXL2FZHU.0Bg4X1xwbJ7Jgwof5vKnMmlsJqC1zsTge9KWwh_A9YQ&dib_tag=se&keywords=phone&qid=1738691571&sr=8-148
147,Amazon,Phones,B0CRRVXVSC,"Xiaomi Redmi 13C 4G LTE (for Tello Mint & Global)(128GB + 6GB) Factory Global GSM 6.74"" 50MP Triple Camera (Clover Green)",138.92,Xiaomi,redmi 13C,128 GB,6 GB,Clover Green,https://www.amazon.com/Xiaomi-13C-Factory-Unlocked-Midnight/dp/B0CRRVXVSC/ref=sr_1_149?dib=eyJ2IjoiMSJ9.pGu9biYGAx0-EicpYQqjZSIjFiGs23t5HKKe7a_cuIafMSKmmX_91v3cqDsh6BFLQEyxPaa_aj4_NCK3vp9RUoTZB7t2wJA7DCSdLaPC_HVqc7Pk41Ho-JlZxlTtgozdV-kWnlp9DIVKZVRSFblWyahEJmdGFSrWzQme82aKPPTJ_OVZjkTu4j0hmcyxOI0Fzxh1BvI84qggUr5q0zu8CRfsgBdaFCKXbTXuXL2FZHU.0Bg4X1xwbJ7Jgwof5vKnMmlsJqC1zsTge9KWwh_A9YQ&dib_tag=se&keywords=phone&qid=1738691571&sr=8-149
148,Amazon,Phones,B07YMNVXVV,Google Pixel 4 XL - Just Black - 128GB - Unlocked,164.0,Google,Pixel 4 XL,128 GB,,Just Black,https://www.amazon.com/Google-Pixel-XL-Black-Unlocked/dp/B07YMNVXVV/ref=sr_1_150?dib=eyJ2IjoiMSJ9.pGu9biYGAx0-EicpYQqjZSIjFiGs23t5HKKe7a_cuIafMSKmmX_91v3cqDsh6BFLQEyxPaa_aj4_NCK3vp9RUoTZB7t2wJA7DCSdLaPC_HVqc7Pk41Ho-JlZxlTtgozdV-kWnlp9DIVKZVRSFblWyahEJmdGFSrWzQme82aKPPTJ_OVZjkTu4j0hmcyxOI0Fzxh1BvI84qggUr5q0zu8CRfsgBdaFCKXbTXuXL2FZHU.0Bg4X1xwbJ7Jgwof5vKnMmlsJqC1zsTge9KWwh_A9YQ&dib_tag=se&keywords=phone&qid=1738691571&sr=8-150
149,Amazon,Phones,B0CK27SK79,Motorola Edge 40 Neo Dual-SIM 256GB ROM + 12GB RAM (Only GSM | No CDMA) Factory Unlocked 5G Smartphone (Soothing Sea) - International Version,279.5,No,Motorola Edge 40 Neo,256 GB,12 GB,Soothing Sea,https://www.amazon.com/Motorola-Dual-SIM-Unlocked-Smartphone-Soothing/dp/B0CK27SK79/ref=sr_1_151?dib=eyJ2IjoiMSJ9.pGu9biYGAx0-EicpYQqjZSIjFiGs23t5HKKe7a_cuIafMSKmmX_91v3cqDsh6BFLQEyxPaa_aj4_NCK3vp9RUoTZB7t2wJA7DCSdLaPC_HVqc7Pk41Ho-JlZxlTtgozdV-kWnlp9DIVKZVRSFblWyahEJmdGFSrWzQme82aKPPTJ_OVZjkTu4j0hmcyxOI0Fzxh1BvI84qggUr5q0zu8CRfsgBdaFCKXbTXuXL2FZHU.0Bg4X1xwbJ7Jgwof5vKnMmlsJqC1zsTge9KWwh_A9YQ&dib_tag=se&keywords=phone&qid=1738691571&sr=8-151
150,Amazon,Phones,B09TQY66NH,"SENSYNE 62"" Phone Tripod & Selfie Stick, Extendable Cell Phone Tripod Stand with Wireless Remote and Phone Holder, Compatible with iPhone Android Phone, Camera",19.99,sensyne,,,,,https://www.amazon.com/Sensyne-Extendable-Wireless-Compatible-Android/dp/B09TQY66NH/ref=sr_1_152?dib=eyJ2IjoiMSJ9.pGu9biYGAx0-EicpYQqjZSIjFiGs23t5HKKe7a_cuIafMSKmmX_91v3cqDsh6BFLQEyxPaa_aj4_NCK3vp9RUoTZB7t2wJA7DCSdLaPC_HVqc7Pk41Ho-JlZxlTtgozdV-kWnlp9DIVKZVRSFblWyahEJmdGFSrWzQme82aKPPTJ_OVZjkTu4j0hmcyxOI0Fzxh1BvI84qggUr5q0zu8CRfsgBdaFCKXbTXuXL2FZHU.0Bg4X1xwbJ7Jgwof5vKnMmlsJqC1zsTge9KWwh_A9YQ&dib_tag=se&keywords=phone&qid=1738691571&sr=8-152
151,Amazon,Phones,B0DL3MD6DF,"Huness I14 Pro MAX Smartphone Unlocked Cell Phone, Battery 6800mAh 6.82"" HD Screen Unlocked Phones, 6+256GB Android 13 with 128GB Memory Card, Dual SIM/Fingerprint Lock/Face ID/GPS (Gold)",158.99,Huness,I14PM,256 GB,,Gold,https://www.amazon.com/Huness-Smartphone-Unlocked-Battery-Fingerprint/dp/B0DL3MD6DF/ref=sr_1_153?dib=eyJ2IjoiMSJ9.pGu9biYGAx0-EicpYQqjZSIjFiGs23t5HKKe7a_cuIafMSKmmX_91v3cqDsh6BFLQEyxPaa_aj4_NCK3vp9RUoTZB7t2wJA7DCSdLaPC_HVqc7Pk41Ho-JlZxlTtgozdV-kWnlp9DIVKZVRSFblWyahEJmdGFSrWzQme82aKPPTJ_OVZjkTu4j0hmcyxOI0Fzxh1BvI84qggUr5q0zu8CRfsgBdaFCKXbTXuXL2FZHU.0Bg4X1xwbJ7Jgwof5vKnMmlsJqC1zsTge9KWwh_A9YQ&dib_tag=se&keywords=phone&qid=1738691571&sr=8-153
152,Amazon,Phones,B0DK4C89FS,"Motorola Moto Edge 50 Fusion 5G (XT2429-1) Dual Sim | GSM Unlocked | 6.7"" P-OLED 120Hz Display | 8GB Ram 256GB Storage - International Version - (Blue)",291.6,Motorola,Moto Edge 50 Fusion,256 GB,8 GB,Blue,https://www.amazon.com/Motorola-XT2429-1-Unlocked-Display-Storage/dp/B0DK4C89FS/ref=sr_1_154?dib=eyJ2IjoiMSJ9.pGu9biYGAx0-EicpYQqjZSIjFiGs23t5HKKe7a_cuIafMSKmmX_91v3cqDsh6BFLQEyxPaa_aj4_NCK3vp9RUoTZB7t2wJA7DCSdLaPC_HVqc7Pk41Ho-JlZxlTtgozdV-kWnlp9DIVKZVRSFblWyahEJmdGFSrWzQme82aKPPTJ_OVZjkTu4j0hmcyxOI0Fzxh1BvI84qggUr5q0zu8CRfsgBdaFCKXbTXuXL2FZHU.0Bg4X1xwbJ7Jgwof5vKnMmlsJqC1zsTge9KWwh_A9YQ&dib_tag=se&keywords=phone&qid=1738691571&sr=8-154
153,Amazon,Phones,B0DJRH55DW,Pova5 pro Unlocked Android Phone Smartphone 8-core 6GB+256GB Cell Phone 24MP+50MP Camera Pixels 6800mAh Battery for Extended Standby 6.8-inch HD Screen Mobile Phone 5G Dual SIM Card (White),99.99,fuxinya,Pova5 pro,256 GB,6 GB,White,https://www.amazon.com/fuxinya-Pova5-pro-Unlocked-Smartphone/dp/B0DJRH55DW/ref=sr_1_157?dib=eyJ2IjoiMSJ9.pGu9biYGAx0-EicpYQqjZSIjFiGs23t5HKKe7a_cuIafMSKmmX_91v3cqDsh6BFLQEyxPaa_aj4_NCK3vp9RUoTZB7t2wJA7DCSdLaPC_HVqc7Pk41Ho-JlZxlTtgozdV-kWnlp9DIVKZVRSFblWyahEJmdGFSrWzQme82aKPPTJ_OVZjkTu4j0hmcyxOI0Fzxh1BvI84qggUr5q0zu8CRfsgBdaFCKXbTXuXL2FZHU.0Bg4X1xwbJ7Jgwof5vKnMmlsJqC1zsTge9KWwh_A9YQ&dib_tag=se&keywords=phone&qid=1738691571&sr=8-157
154,Amazon,Phones,B0DP3HKH38,"I16 ProMax Smartphone Unlocked Cell Phone, 6.99“ HD Screen 5G Phone, 8+256GB Phone Unlocked, 7000mAh, 68+108MP Zoom Camera, Fingerprint Button Unlock-and take Photos,Dual SIM, Face ID (Cyan)",179.99,YJN,I16 ProMax,256 GB,8 GB,Cyan,https://www.amazon.com/YJN-I16-ProMax-Smartphone-Fingerprint/dp/B0DP3HKH38/ref=sr_1_158?dib=eyJ2IjoiMSJ9.pGu9biYGAx0-EicpYQqjZSIjFiGs23t5HKKe7a_cuIafMSKmmX_91v3cqDsh6BFLQEyxPaa_aj4_NCK3vp9RUoTZB7t2wJA7DCSdLaPC_HVqc7Pk41Ho-JlZxlTtgozdV-kWnlp9DIVKZVRSFblWyahEJmdGFSrWzQme82aKPPTJ_OVZjkTu4j0hmcyxOI0Fzxh1BvI84qggUr5q0zu8CRfsgBdaFCKXbTXuXL2FZHU.0Bg4X1xwbJ7Jgwof5vKnMmlsJqC1zsTge9KWwh_A9YQ&dib_tag=se&keywords=phone&qid=1738691571&sr=8-158
155,Amazon,Phones,B073DNQ8Q1,"AT&T CLP99387 DECT 6.0 Expandable Cordless Phone with Bluetooth Connect to Cell, Smart Call Blocker and Answering System, Metallic Blue with 3 Handsets",86.91,No,,,,,https://www.amazon.com/AT-CLP99387-Expandable-Bluetooth-Answering/dp/B073DNQ8Q1/ref=sr_1_159?dib=eyJ2IjoiMSJ9.pGu9biYGAx0-EicpYQqjZSIjFiGs23t5HKKe7a_cuIafMSKmmX_91v3cqDsh6BFLQEyxPaa_aj4_NCK3vp9RUoTZB7t2wJA7DCSdLaPC_HVqc7Pk41Ho-JlZxlTtgozdV-kWnlp9DIVKZVRSFblWyahEJmdGFSrWzQme82aKPPTJ_OVZjkTu4j0hmcyxOI0Fzxh1BvI84qggUr5q0zu8CRfsgBdaFCKXbTXuXL2FZHU.0Bg4X1xwbJ7Jgwof5vKnMmlsJqC1zsTge9KWwh_A9YQ&dib_tag=se&keywords=phone&qid=1738691571&sr=8-159
156,Amazon,Phones,B0BFCC18FS,"3 in 1 Charging Station for iPhone, Wireless Charger for iPhone 16 15 14 13 12 11 X Pro Max & Apple Watch - Wireless Charging Station for AirPods 4 3 Pro",18.99,"SHENZHEN GTL TECHNOLOGY CO .,LTD",,,,,https://www.amazon.com/Charging-Station-iPhone-Wireless-Charger/dp/B0BFCC18FS/ref=sr_1_160?dib=eyJ2IjoiMSJ9.pGu9biYGAx0-EicpYQqjZSIjFiGs23t5HKKe7a_cuIafMSKmmX_91v3cqDsh6BFLQEyxPaa_aj4_NCK3vp9RUoTZB7t2wJA7DCSdLaPC_HVqc7Pk41Ho-JlZxlTtgozdV-kWnlp9DIVKZVRSFblWyahEJmdGFSrWzQme82aKPPTJ_OVZjkTu4j0hmcyxOI0Fzxh1BvI84qggUr5q0zu8CRfsgBdaFCKXbTXuXL2FZHU.0Bg4X1xwbJ7Jgwof5vKnMmlsJqC1zsTge9KWwh_A9YQ&dib_tag=se&keywords=phone&qid=1738691571&sr=8-160
157,Amazon,Phones,B0CHYBKQPM,"Miracase Phone Holders for Your Car with Metal Hook Clip, Air Vent Cell Phone Car Mount, Universal Automobile Cradle Fit for iPhone Android and All Smartphones, Dark Black",12.99,Miracase,,,,Dark Black,https://www.amazon.com/Miracase-Holders-Universal-Automobile-Smartphones/dp/B0CHYBKQPM/ref=sr_1_161?dib=eyJ2IjoiMSJ9.pGu9biYGAx0-EicpYQqjZSIjFiGs23t5HKKe7a_cuIafMSKmmX_91v3cqDsh6BFLQEyxPaa_aj4_NCK3vp9RUoTZB7t2wJA7DCSdLaPC_HVqc7Pk41Ho-JlZxlTtgozdV-kWnlp9DIVKZVRSFblWyahEJmdGFSrWzQme82aKPPTJ_OVZjkTu4j0hmcyxOI0Fzxh1BvI84qggUr5q0zu8CRfsgBdaFCKXbTXuXL2FZHU.0Bg4X1xwbJ7Jgwof5vKnMmlsJqC1zsTge9KWwh_A9YQ&dib_tag=se&keywords=phone&qid=1738691571&sr=8-161
158,Amazon,Phones,B0CHS69JW3,Qifutan Car Phone Holder Mount Phone Mount for Car Windshield Dashboard Air Vent Universal Hands Free Automobile Cell Phone Holder Fit for iPhone Smartphone Carbon Fiber,9.99,Qifutan,,,,Carbon fiber,https://www.amazon.com/Qifutan-Windshield-Dashboard-Automobile-Smartphone/dp/B0CHS69JW3/ref=sr_1_162?dib=eyJ2IjoiMSJ9.pGu9biYGAx0-EicpYQqjZSIjFiGs23t5HKKe7a_cuIafMSKmmX_91v3cqDsh6BFLQEyxPaa_aj4_NCK3vp9RUoTZB7t2wJA7DCSdLaPC_HVqc7Pk41Ho-JlZxlTtgozdV-kWnlp9DIVKZVRSFblWyahEJmdGFSrWzQme82aKPPTJ_OVZjkTu4j0hmcyxOI0Fzxh1BvI84qggUr5q0zu8CRfsgBdaFCKXbTXuXL2FZHU.0Bg4X1xwbJ7Jgwof5vKnMmlsJqC1zsTge9KWwh_A9YQ&dib_tag=se&keywords=phone&qid=1738691571&sr=8-162
159,Amazon,Phones,B0DG8RL9PC,"Upgraded 360° Adjustable Electric Vacuum Magnetic Suction Cup Phone Mount, Hands-Free Magnetic Cell Phone Holder for Car/Gym/Mirror/Smooth Surface, Compatible with Magsafe iPhone, Silver",32.99,Jkoailiwi,,,,Silver,https://www.amazon.com/Jkoailiwi-Upgraded-Adjustable-Hands-Free-Compatible/dp/B0DG8RL9PC/ref=sr_1_163?dib=eyJ2IjoiMSJ9.pGu9biYGAx0-EicpYQqjZSIjFiGs23t5HKKe7a_cuIafMSKmmX_91v3cqDsh6BFLQEyxPaa_aj4_NCK3vp9RUoTZB7t2wJA7DCSdLaPC_HVqc7Pk41Ho-JlZxlTtgozdV-kWnlp9DIVKZVRSFblWyahEJmdGFSrWzQme82aKPPTJ_OVZjkTu4j0hmcyxOI0Fzxh1BvI84qggUr5q0zu8CRfsgBdaFCKXbTXuXL2FZHU.0Bg4X1xwbJ7Jgwof5vKnMmlsJqC1zsTge9KWwh_A9YQ&dib_tag=se&keywords=phone&qid=1738691571&sr=8-163
160,Amazon,Phones,B0DG6ZRSML,Nokia 225 4G (2024) | Dual SIM | GSM | Unlocked | International Version | Pink,59.99,HMD Global Oy,225 4G,64 MB,64 MB,Pink,https://www.amazon.com/Nokia-Dual-Unlocked-International-Version/dp/B0DG6ZRSML/ref=sr_1_164?dib=eyJ2IjoiMSJ9.pGu9biYGAx0-EicpYQqjZSIjFiGs23t5HKKe7a_cuIafMSKmmX_91v3cqDsh6BFLQEyxPaa_aj4_NCK3vp9RUoTZB7t2wJA7DCSdLaPC_HVqc7Pk41Ho-JlZxlTtgozdV-kWnlp9DIVKZVRSFblWyahEJmdGFSrWzQme82aKPPTJ_OVZjkTu4j0hmcyxOI0Fzxh1BvI84qggUr5q0zu8CRfsgBdaFCKXbTXuXL2FZHU.0Bg4X1xwbJ7Jgwof5vKnMmlsJqC1zsTge9KWwh_A9YQ&dib_tag=se&keywords=phone&qid=1738691571&sr=8-164
161,Amazon,Phones,B0DMVD7C59,"3-in-1 Car Phone Holder [122+LBS Strongest Suction & Stable Clamp Arm] 360° Adjustable Car Phone Mount, Cell Phone Holders for Your Car for Dashboard Vent, All Smartphones & Car Models (Black)",24.99,ACMEZING,,,,Black,https://www.amazon.com/Strongest-Suction-Adjustable-Dashboard-Smartphones/dp/B0DMVD7C59/ref=sr_1_163?dib=eyJ2IjoiMSJ9.ky7_6n5h3q75XpEzntXfXV8kPu6fKdYg-s6TDn_87A5TG_VCwusgFYMVY0C2G4sQHnjN5ff9MuXg_pn0NnQAFSi2gmiJAqJVHAAPce5bz9VtvNFJCjoVhsrAnHfepVi4_PaDGj6XgYejd1CpfL1azRdT_Jjr95nHLzYkxF2Hx9ILmewGDNAjqEYy6edvhppKuQ1FKjuB_UzSd8w28nhUIFNO0g-R7OjQVzJDtNwTVUs.RTZ30ue8zL1RYVXtQ_sGLB-t9qabxQaU0ICKZOdC-ac&dib_tag=se&keywords=phone&qid=1738691575&sr=8-163
162,Amazon,Phones,B0C1NK79FK,"Car Phone Holder Mount, Super Stable Air Vent Cell Phone Car Mount with 2025 Metal Hook Clip, 360° Rotation,One Button Release for iPhone, Samsung, Google, and All Other Smartphones",7.99,Blukar,,,,Black,https://www.amazon.com/Blukar-Holder-Cradle-Rotation-Upgraded/dp/B0C1NK79FK/ref=sr_1_164?dib=eyJ2IjoiMSJ9.ky7_6n5h3q75XpEzntXfXV8kPu6fKdYg-s6TDn_87A5TG_VCwusgFYMVY0C2G4sQHnjN5ff9MuXg_pn0NnQAFSi2gmiJAqJVHAAPce5bz9VtvNFJCjoVhsrAnHfepVi4_PaDGj6XgYejd1CpfL1azRdT_Jjr95nHLzYkxF2Hx9ILmewGDNAjqEYy6edvhppKuQ1FKjuB_UzSd8w28nhUIFNO0g-R7OjQVzJDtNwTVUs.RTZ30ue8zL1RYVXtQ_sGLB-t9qabxQaU0ICKZOdC-ac&dib_tag=se&keywords=phone&qid=1738691575&sr=8-164
163,Amazon,Phones,B0CGHNQ53C,"LISEN for MagSafe Car Mount, Ultra Magnetic Car Phone Holder, Car Truck Accessories for iPhone, Valentines Gifts for Men Women Him Her, Fit for iPhone 16, 15, 14, 13, Series and MagSafe Case",12.99,LISEN,,,,Black,https://www.amazon.com/LISEN-MagSafe-Strong-Magnet-Magnetic/dp/B0CGHNQ53C/ref=sr_1_165?dib=eyJ2IjoiMSJ9.ky7_6n5h3q75XpEzntXfXV8kPu6fKdYg-s6TDn_87A5TG_VCwusgFYMVY0C2G4sQHnjN5ff9MuXg_pn0NnQAFSi2gmiJAqJVHAAPce5bz9VtvNFJCjoVhsrAnHfepVi4_PaDGj6XgYejd1CpfL1azRdT_Jjr95nHLzYkxF2Hx9ILmewGDNAjqEYy6edvhppKuQ1FKjuB_UzSd8w28nhUIFNO0g-R7OjQVzJDtNwTVUs.RTZ30ue8zL1RYVXtQ_sGLB-t9qabxQaU0ICKZOdC-ac&dib_tag=se&keywords=phone&qid=1738691575&sr=8-165
164,Amazon,Phones,B0CH159ZNT,"6 Pack Magnetic Cable Clips [Cable Smooth Adjustable] Cord Holder, Under Desk Cable Management, JOYROOM Adhesive Wire Holder Keeper Organizer for Home Office Desk Phone Car Wall Desktop Nightstand",12.47,‎JOYROOM,,,,‎White,https://www.amazon.com/Adjustable-Management-JOYROOM-Organizer-Nightstand/dp/B0CH159ZNT/ref=sr_1_166?dib=eyJ2IjoiMSJ9.ky7_6n5h3q75XpEzntXfXV8kPu6fKdYg-s6TDn_87A5TG_VCwusgFYMVY0C2G4sQHnjN5ff9MuXg_pn0NnQAFSi2gmiJAqJVHAAPce5bz9VtvNFJCjoVhsrAnHfepVi4_PaDGj6XgYejd1CpfL1azRdT_Jjr95nHLzYkxF2Hx9ILmewGDNAjqEYy6edvhppKuQ1FKjuB_UzSd8w28nhUIFNO0g-R7OjQVzJDtNwTVUs.RTZ30ue8zL1RYVXtQ_sGLB-t9qabxQaU0ICKZOdC-ac&dib_tag=se&keywords=phone&qid=1738691575&sr=8-166
165,Amazon,Phones,B09R1G19K5,"LISEN for iPhone 16 MagSafe Car Mount, [Quick Install] Magnetic Mag Safe Car Phone Holder Vent, Car Accessories Valentines Gifts for Him Her iPhone 16 Pro Max 15 14 13 12 Plus Mini Men Women, Black",12.99,LISEN,,,,Black,https://www.amazon.com/Compatible-MagSafe-Strongest-LISEN-Magnetic/dp/B09R1G19K5/ref=sr_1_167?dib=eyJ2IjoiMSJ9.ky7_6n5h3q75XpEzntXfXV8kPu6fKdYg-s6TDn_87A5TG_VCwusgFYMVY0C2G4sQHnjN5ff9MuXg_pn0NnQAFSi2gmiJAqJVHAAPce5bz9VtvNFJCjoVhsrAnHfepVi4_PaDGj6XgYejd1CpfL1azRdT_Jjr95nHLzYkxF2Hx9ILmewGDNAjqEYy6edvhppKuQ1FKjuB_UzSd8w28nhUIFNO0g-R7OjQVzJDtNwTVUs.RTZ30ue8zL1RYVXtQ_sGLB-t9qabxQaU0ICKZOdC-ac&dib_tag=se&keywords=phone&qid=1738691575&sr=8-167
166,Amazon,Phones,B0CZ6ZHDBN,"Klearlook Silicone Suction Cup Phone Case Mount Double Sided, Sticky Phone Grip with Higher Suction Power for Cell Phone, Hands-Free Phone Accessories Holder for Selfies and Videos, Transparent",5.97,Klearlook,,,,Clear,https://www.amazon.com/Silicone-Suction-Hands-Free-Accessories-Transparent/dp/B0CZ6ZHDBN/ref=sr_1_168?dib=eyJ2IjoiMSJ9.ky7_6n5h3q75XpEzntXfXV8kPu6fKdYg-s6TDn_87A5TG_VCwusgFYMVY0C2G4sQHnjN5ff9MuXg_pn0NnQAFSi2gmiJAqJVHAAPce5bz9VtvNFJCjoVhsrAnHfepVi4_PaDGj6XgYejd1CpfL1azRdT_Jjr95nHLzYkxF2Hx9ILmewGDNAjqEYy6edvhppKuQ1FKjuB_UzSd8w28nhUIFNO0g-R7OjQVzJDtNwTVUs.RTZ30ue8zL1RYVXtQ_sGLB-t9qabxQaU0ICKZOdC-ac&dib_tag=se&keywords=phone&qid=1738691575&sr=8-168
167,Amazon,Phones,B0B7XD7R43,"DJI Osmo Mobile 6 Gimbal Stabilizer for Smartphones, 3-Axis Phone Gimbal, Built-In Extension Rod, Object Tracking, Portable and Foldable, Vlogging Stabilizer, YouTube TikTok, Slate Gray",126.39,No,,,,,https://www.amazon.com/DJI-Smartphone-Stabilizer-Extension-ShotGuides/dp/B0B7XD7R43/ref=sr_1_169?dib=eyJ2IjoiMSJ9.ky7_6n5h3q75XpEzntXfXV8kPu6fKdYg-s6TDn_87A5TG_VCwusgFYMVY0C2G4sQHnjN5ff9MuXg_pn0NnQAFSi2gmiJAqJVHAAPce5bz9VtvNFJCjoVhsrAnHfepVi4_PaDGj6XgYejd1CpfL1azRdT_Jjr95nHLzYkxF2Hx9ILmewGDNAjqEYy6edvhppKuQ1FKjuB_UzSd8w28nhUIFNO0g-R7OjQVzJDtNwTVUs.RTZ30ue8zL1RYVXtQ_sGLB-t9qabxQaU0ICKZOdC-ac&dib_tag=se&keywords=phone&qid=1738691575&sr=8-169
168,Amazon,Phones,B07F8S18D5,"Nulaxy Dual Folding Cell Phone Stand, Fully Adjustable Foldable Desktop Phone Holder Cradle Dock Compatible with Phone 16 15 14 13 12 11 Pro Xs Xs Max Xr X 8, Nintendo Switch, All Phones",9.99,No,,,,,https://www.amazon.com/Nulaxy-Foldable-Compatible-Nintendo-Readers/dp/B07F8S18D5/ref=sr_1_170?dib=eyJ2IjoiMSJ9.ky7_6n5h3q75XpEzntXfXV8kPu6fKdYg-s6TDn_87A5TG_VCwusgFYMVY0C2G4sQHnjN5ff9MuXg_pn0NnQAFSi2gmiJAqJVHAAPce5bz9VtvNFJCjoVhsrAnHfepVi4_PaDGj6XgYejd1CpfL1azRdT_Jjr95nHLzYkxF2Hx9ILmewGDNAjqEYy6edvhppKuQ1FKjuB_UzSd8w28nhUIFNO0g-R7OjQVzJDtNwTVUs.RTZ30ue8zL1RYVXtQ_sGLB-t9qabxQaU0ICKZOdC-ac&dib_tag=se&keywords=phone&qid=1738691575&sr=8-170
